spot_id,pattern_id,classification,actionable,severity,evidence_text,structured_context,reason
912,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Espacio versátil adaptable a diferentes giros. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
913,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
914,NV_market_demand,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
916,S003,ambiguous,False,low,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,security_type=cctv,Ontology does not establish incompatibility with strong security wording.
916,NV_market_demand,not_verifiable,False,low,Seguridad 24/7 y control de acceso. Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
917,NV_all_services,not_verifiable,False,low,Perfecto para negocio en crecimiento. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
918,S001,semantic_cross_field_mismatch,True,medium,Amplio espacio con buena iluminación natural.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
920,NV_transit_access,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
920,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
921,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Recién remodelado con acabados modernos. Espacio versátil adaptable a diferentes giros.,,No directly comparable field in supplied payload.
922,NV_market_demand,not_verifiable,False,low,Recién remodelado con acabados modernos. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
923,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución. Espacio listo para ocupar con acabados de primera.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
925,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
927,NV_all_services,not_verifiable,False,low,Perfecto para negocio en crecimiento. Seguridad 24/7 y control de acceso. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
928,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
929,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
932,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales. Amplio espacio con buena iluminación natural.,,No directly comparable field in supplied payload.
933,NV_market_demand,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
934,NV_near_shopping_centers,not_verifiable,False,low,Ideal para oficinas corporativas o centro de distribución. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
935,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Recién remodelado con acabados modernos.,,No directly comparable field in supplied payload.
936,NV_near_shopping_centers,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
936,NV_all_services,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Cuenta con todos los servicios y estacionamiento. Ubicación estratégica cerca de centros comerciales.,,No directly comparable field in supplied payload.
937,S002,semantic_cross_field_mismatch,False,low,Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
938,NV_road_access,not_verifiable,False,low,Excelente ubicación con acceso a vías principales. Espacio listo para ocupar con acabados de primera.,,No directly comparable field in supplied payload.
940,S002,semantic_cross_field_mismatch,False,low,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución.,sector_name=Retail,"Retail described for office/distribution use; re-use is plausible, so informational only."
940,NV_market_demand,not_verifiable,False,low,Zona de alta plusvalía y demanda comercial. Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución.,,No directly comparable field in supplied payload.
941,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
941,NV_road_access,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Perfecto para negocio en crecimiento. Excelente ubicación con acceso a vías principales.,,No directly comparable field in supplied payload.
943,S003,ambiguous,False,low,Ideal para oficinas corporativas o centro de distribución. Seguridad 24/7 y control de acceso.,security_type=basic,Ontology does not establish incompatibility with strong security wording.
946,S001,semantic_cross_field_mismatch,True,medium,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento.,sector_name=Land,Land listing uses building/interior-condition language; catalog coherence review recommended.
946,NV_all_services,not_verifiable,False,low,Espacio listo para ocupar con acabados de primera. Ideal para oficinas corporativas o centro de distribución. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
947,NV_all_services,not_verifiable,False,low,Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
948,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
948,NV_road_access,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Excelente ubicación con acceso a vías principales. Perfecto para negocio en crecimiento.,,No directly comparable field in supplied payload.
949,NV_all_services,not_verifiable,False,low,Espacio versátil adaptable a diferentes giros. Cuenta con todos los servicios y estacionamiento.,,No directly comparable field in supplied payload.
950,NV_near_shopping_centers,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
950,NV_market_demand,not_verifiable,False,low,Ubicación estratégica cerca de centros comerciales. Zona de alta plusvalía y demanda comercial.,,No directly comparable field in supplied payload.
951,NV_transit_access,not_verifiable,False,low,Amplio espacio con buena iluminación natural. Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
952,NV_transit_access,not_verifiable,False,low,Fácil acceso a transporte público y avenidas principales.,,No directly comparable field in supplied payload.
